context: -stuff- response:	Don't panic!
context: Give it to me. I'll teach you.\Raise your collar and close the button.\Man, you're only growing up physically...\You were so cute when you were little, going daddy, daddy all the time.\That was like ages ago!\I'm grown-up now, you're embarrassing me!\Grown-up? I can't see any grown-ups around!\Hey! response:	If it's that embarrassing, show me how much you've grown!
context: Raise your collar and close the button.\Man, you're only growing up physically...\You were so cute when you were little, going daddy, daddy all the time.\That was like ages ago!\I'm grown-up now, you're embarrassing me!\Grown-up? I can't see any grown-ups around!\Hey!\If it's that embarrassing, show me how much you've grown! response:	Don't look down on me!
context: Man, you're only growing up physically...\You were so cute when you were little, going daddy, daddy all the time.\That was like ages ago!\I'm grown-up now, you're embarrassing me!\Grown-up? I can't see any grown-ups around!\Hey!\If it's that embarrassing, show me how much you've grown!\Don't look down on me! response:	I'll prove it to you that I can do it by myself!
context: You were so cute when you were little, going daddy, daddy all the time.\That was like ages ago!\I'm grown-up now, you're embarrassing me!\Grown-up? I can't see any grown-ups around!\Hey!\If it's that embarrassing, show me how much you've grown!\Don't look down on me!\I'll prove it to you that I can do it by myself! response:	Open your eyes wide and look!
context: That was like ages ago!\I'm grown-up now, you're embarrassing me!\Grown-up? I can't see any grown-ups around!\Hey!\If it's that embarrassing, show me how much you've grown!\Don't look down on me!\I'll prove it to you that I can do it by myself!\Open your eyes wide and look! response:	That's not how the saying goes.
context: I'm grown-up now, you're embarrassing me!\Grown-up? I can't see any grown-ups around!\Hey!\If it's that embarrassing, show me how much you've grown!\Don't look down on me!\I'll prove it to you that I can do it by myself!\Open your eyes wide and look!\That's not how the saying goes. response:	Shut up, shitty old man!
context: Grown-up? I can't see any grown-ups around!\Hey!\If it's that embarrassing, show me how much you've grown!\Don't look down on me!\I'll prove it to you that I can do it by myself!\Open your eyes wide and look!\That's not how the saying goes.\Shut up, shitty old man! response:	Rin Okumura, 15 years old.
context: Hey!\If it's that embarrassing, show me how much you've grown!\Don't look down on me!\I'll prove it to you that I can do it by myself!\Open your eyes wide and look!\That's not how the saying goes.\Shut up, shitty old man!\Rin Okumura, 15 years old. response:	You want to start working right after finishing middle school?
context: If it's that embarrassing, show me how much you've grown!\Don't look down on me!\I'll prove it to you that I can do it by myself!\Open your eyes wide and look!\That's not how the saying goes.\Shut up, shitty old man!\Rin Okumura, 15 years old.\You want to start working right after finishing middle school? response:	I don't exactly like school...
context: Don't look down on me!\I'll prove it to you that I can do it by myself!\Open your eyes wide and look!\That's not how the saying goes.\Shut up, shitty old man!\Rin Okumura, 15 years old.\You want to start working right after finishing middle school?\I don't exactly like school... response:	You're very wrong if you think you can keep doing as you please in this world!
context: I'll prove it to you that I can do it by myself!\Open your eyes wide and look!\That's not how the saying goes.\Shut up, shitty old man!\Rin Okumura, 15 years old.\You want to start working right after finishing middle school?\I don't exactly like school...\You're very wrong if you think you can keep doing as you please in this world! response:	That's true.
context: Open your eyes wide and look!\That's not how the saying goes.\Shut up, shitty old man!\Rin Okumura, 15 years old.\You want to start working right after finishing middle school?\I don't exactly like school...\You're very wrong if you think you can keep doing as you please in this world!\That's true. response:	Line these up at the front of the store.
context: That's not how the saying goes.\Shut up, shitty old man!\Rin Okumura, 15 years old.\You want to start working right after finishing middle school?\I don't exactly like school...\You're very wrong if you think you can keep doing as you please in this world!\That's true.\Line these up at the front of the store. response:	All of it?
context: Shut up, shitty old man!\Rin Okumura, 15 years old.\You want to start working right after finishing middle school?\I don't exactly like school...\You're very wrong if you think you can keep doing as you please in this world!\That's true.\Line these up at the front of the store.\All of it? response:	Can't you do it?
context: Rin Okumura, 15 years old.\You want to start working right after finishing middle school?\I don't exactly like school...\You're very wrong if you think you can keep doing as you please in this world!\That's true.\Line these up at the front of the store.\All of it?\Can't you do it? response:	I can.
context: You want to start working right after finishing middle school?\I don't exactly like school...\You're very wrong if you think you can keep doing as you please in this world!\That's true.\Line these up at the front of the store.\All of it?\Can't you do it?\I can. response:	The boss is picking on the new guy again.
context: I don't exactly like school...\You're very wrong if you think you can keep doing as you please in this world!\That's true.\Line these up at the front of the store.\All of it?\Can't you do it?\I can.\The boss is picking on the new guy again. response:	No way he could finish that in a day.
context: You're very wrong if you think you can keep doing as you please in this world!\That's true.\Line these up at the front of the store.\All of it?\Can't you do it?\I can.\The boss is picking on the new guy again.\No way he could finish that in a day. response:	Boss, this is the last one!
context: That's true.\Line these up at the front of the store.\All of it?\Can't you do it?\I can.\The boss is picking on the new guy again.\No way he could finish that in a day.\Boss, this is the last one! response:	What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?!
context: Line these up at the front of the store.\All of it?\Can't you do it?\I can.\The boss is picking on the new guy again.\No way he could finish that in a day.\Boss, this is the last one!\What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?! response:	I'm not fit for work after all...
context: All of it?\Can't you do it?\I can.\The boss is picking on the new guy again.\No way he could finish that in a day.\Boss, this is the last one!\What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?!\I'm not fit for work after all... response:	What's wrong, new boy?
context: Can't you do it?\I can.\The boss is picking on the new guy again.\No way he could finish that in a day.\Boss, this is the last one!\What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?!\I'm not fit for work after all...\What's wrong, new boy? response:	Cheer up!
context: I can.\The boss is picking on the new guy again.\No way he could finish that in a day.\Boss, this is the last one!\What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?!\I'm not fit for work after all...\What's wrong, new boy?\Cheer up! response:	Here, have some.
context: The boss is picking on the new guy again.\No way he could finish that in a day.\Boss, this is the last one!\What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?!\I'm not fit for work after all...\What's wrong, new boy?\Cheer up!\Here, have some. response:	What's this?! It's horrible!
context: No way he could finish that in a day.\Boss, this is the last one!\What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?!\I'm not fit for work after all...\What's wrong, new boy?\Cheer up!\Here, have some.\What's this?! It's horrible! response:	I guessed... The boss bought a lot of it because it's cheap,
context: Boss, this is the last one!\What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?!\I'm not fit for work after all...\What's wrong, new boy?\Cheer up!\Here, have some.\What's this?! It's horrible!\I guessed... The boss bought a lot of it because it's cheap, response:	but it's not selling at all.
context: What are you doing?! Can't you do anything decently?! Get a hold of yourself! Got it?!\I'm not fit for work after all...\What's wrong, new boy?\Cheer up!\Here, have some.\What's this?! It's horrible!\I guessed... The boss bought a lot of it because it's cheap,\but it's not selling at all. response:	Could I try cooking it?
context: I'm not fit for work after all...\What's wrong, new boy?\Cheer up!\Here, have some.\What's this?! It's horrible!\I guessed... The boss bought a lot of it because it's cheap,\but it's not selling at all.\Could I try cooking it? response:	It's our new product, fried soba!
context: What's wrong, new boy?\Cheer up!\Here, have some.\What's this?! It's horrible!\I guessed... The boss bought a lot of it because it's cheap,\but it's not selling at all.\Could I try cooking it?\It's our new product, fried soba! response:	Would you like some?
context: Cheer up!\Here, have some.\What's this?! It's horrible!\I guessed... The boss bought a lot of it because it's cheap,\but it's not selling at all.\Could I try cooking it?\It's our new product, fried soba!\Would you like some? response:	It's delicious!
context: Here, have some.\What's this?! It's horrible!\I guessed... The boss bought a lot of it because it's cheap,\but it's not selling at all.\Could I try cooking it?\It's our new product, fried soba!\Would you like some?\It's delicious! response:	It also smells great!
context: What's this?! It's horrible!\I guessed... The boss bought a lot of it because it's cheap,\but it's not selling at all.\Could I try cooking it?\It's our new product, fried soba!\Would you like some?\It's delicious!\It also smells great! response:	The secret of the flavor is this sauce!
context: I guessed... The boss bought a lot of it because it's cheap,\but it's not selling at all.\Could I try cooking it?\It's our new product, fried soba!\Would you like some?\It's delicious!\It also smells great!\The secret of the flavor is this sauce! response:	And as a final touch, some dried fish for topping!
context: but it's not selling at all.\Could I try cooking it?\It's our new product, fried soba!\Would you like some?\It's delicious!\It also smells great!\The secret of the flavor is this sauce!\And as a final touch, some dried fish for topping! response:	This way the taste will be as if done by a pro chef!
context: Could I try cooking it?\It's our new product, fried soba!\Would you like some?\It's delicious!\It also smells great!\The secret of the flavor is this sauce!\And as a final touch, some dried fish for topping!\This way the taste will be as if done by a pro chef! response:	I want some!
context: It's our new product, fried soba!\Would you like some?\It's delicious!\It also smells great!\The secret of the flavor is this sauce!\And as a final touch, some dried fish for topping!\This way the taste will be as if done by a pro chef!\I want some! response:	Me too! Me too!
context: Would you like some?\It's delicious!\It also smells great!\The secret of the flavor is this sauce!\And as a final touch, some dried fish for topping!\This way the taste will be as if done by a pro chef!\I want some!\Me too! Me too! response:	Boss?
context: It's delicious!\It also smells great!\The secret of the flavor is this sauce!\And as a final touch, some dried fish for topping!\This way the taste will be as if done by a pro chef!\I want some!\Me too! Me too!\Boss? response:	The staff meeting is at 8 every morning.
context: It also smells great!\The secret of the flavor is this sauce!\And as a final touch, some dried fish for topping!\This way the taste will be as if done by a pro chef!\I want some!\Me too! Me too!\Boss?\The staff meeting is at 8 every morning. response:	Don't be late.
context: The secret of the flavor is this sauce!\And as a final touch, some dried fish for topping!\This way the taste will be as if done by a pro chef!\I want some!\Me too! Me too!\Boss?\The staff meeting is at 8 every morning.\Don't be late. response:	Do your best from tomorrow too!
context: And as a final touch, some dried fish for topping!\This way the taste will be as if done by a pro chef!\I want some!\Me too! Me too!\Boss?\The staff meeting is at 8 every morning.\Don't be late.\Do your best from tomorrow too! response:	You got the job! That's great, new boy!
context: This way the taste will be as if done by a pro chef!\I want some!\Me too! Me too!\Boss?\The staff meeting is at 8 every morning.\Don't be late.\Do your best from tomorrow too!\You got the job! That's great, new boy! response:	You got the job?!
context: I want some!\Me too! Me too!\Boss?\The staff meeting is at 8 every morning.\Don't be late.\Do your best from tomorrow too!\You got the job! That's great, new boy!\You got the job?! response:	Yeah, she was like do your best from tomorrow!
context: Me too! Me too!\Boss?\The staff meeting is at 8 every morning.\Don't be late.\Do your best from tomorrow too!\You got the job! That's great, new boy!\You got the job?!\Yeah, she was like do your best from tomorrow! response:	That's great, brother!
context: Boss?\The staff meeting is at 8 every morning.\Don't be late.\Do your best from tomorrow too!\You got the job! That's great, new boy!\You got the job?!\Yeah, she was like do your best from tomorrow!\That's great, brother! response:	Thanks!
context: The staff meeting is at 8 every morning.\Don't be late.\Do your best from tomorrow too!\You got the job! That's great, new boy!\You got the job?!\Yeah, she was like do your best from tomorrow!\That's great, brother!\Thanks! response:	I'm so happy I got some good news before leaving!
context: Don't be late.\Do your best from tomorrow too!\You got the job! That's great, new boy!\You got the job?!\Yeah, she was like do your best from tomorrow!\That's great, brother!\Thanks!\I'm so happy I got some good news before leaving! response:	What are you all in tears about?
context: Do your best from tomorrow too!\You got the job! That's great, new boy!\You got the job?!\Yeah, she was like do your best from tomorrow!\That's great, brother!\Thanks!\I'm so happy I got some good news before leaving!\What are you all in tears about? response:	No tears around!
context: You got the job! That's great, new boy!\You got the job?!\Yeah, she was like do your best from tomorrow!\That's great, brother!\Thanks!\I'm so happy I got some good news before leaving!\What are you all in tears about?\No tears around! response:	Come home already! Today we're having Yukio's farewell party so we're making sukiyaki!
context: You got the job?!\Yeah, she was like do your best from tomorrow!\That's great, brother!\Thanks!\I'm so happy I got some good news before leaving!\What are you all in tears about?\No tears around!\Come home already! Today we're having Yukio's farewell party so we're making sukiyaki! response:	Gotcha!
context: Yeah, she was like do your best from tomorrow!\That's great, brother!\Thanks!\I'm so happy I got some good news before leaving!\What are you all in tears about?\No tears around!\Come home already! Today we're having Yukio's farewell party so we're making sukiyaki!\Gotcha! response:	Stop! Give it back, please!
context: That's great, brother!\Thanks!\I'm so happy I got some good news before leaving!\What are you all in tears about?\No tears around!\Come home already! Today we're having Yukio's farewell party so we're making sukiyaki!\Gotcha!\Stop! Give it back, please! response:	This is yours, right?
context: Thanks!\I'm so happy I got some good news before leaving!\What are you all in tears about?\No tears around!\Come home already! Today we're having Yukio's farewell party so we're making sukiyaki!\Gotcha!\Stop! Give it back, please!\This is yours, right? response:	Huh?
context: I'm so happy I got some good news before leaving!\What are you all in tears about?\No tears around!\Come home already! Today we're having Yukio's farewell party so we're making sukiyaki!\Gotcha!\Stop! Give it back, please!\This is yours, right?\Huh? response:	She was at our place earlier...
context: What are you all in tears about?\No tears around!\Come home already! Today we're having Yukio's farewell party so we're making sukiyaki!\Gotcha!\Stop! Give it back, please!\This is yours, right?\Huh?\She was at our place earlier... response:	Hey, wait!
context: No tears around!\Come home already! Today we're having Yukio's farewell party so we're making sukiyaki!\Gotcha!\Stop! Give it back, please!\This is yours, right?\Huh?\She was at our place earlier...\Hey, wait! response:	Excuse me!
context: Come home already! Today we're having Yukio's farewell party so we're making sukiyaki!\Gotcha!\Stop! Give it back, please!\This is yours, right?\Huh?\She was at our place earlier...\Hey, wait!\Excuse me! response:	What's that?!
context: Gotcha!\Stop! Give it back, please!\This is yours, right?\Huh?\She was at our place earlier...\Hey, wait!\Excuse me!\What's that?! response:	A monkey?
context: Stop! Give it back, please!\This is yours, right?\Huh?\She was at our place earlier...\Hey, wait!\Excuse me!\What's that?!\A monkey? response:	Damn!
context: This is yours, right?\Huh?\She was at our place earlier...\Hey, wait!\Excuse me!\What's that?!\A monkey?\Damn! response:	Watch out!
context: Huh?\She was at our place earlier...\Hey, wait!\Excuse me!\What's that?!\A monkey?\Damn!\Watch out! response:	Yui!
context: She was at our place earlier...\Hey, wait!\Excuse me!\What's that?!\A monkey?\Damn!\Watch out!\Yui! response:	Are you okay, Yui?! Yui?!
context: Hey, wait!\Excuse me!\What's that?!\A monkey?\Damn!\Watch out!\Yui!\Are you okay, Yui?! Yui?! response:	Rin is late.
context: Excuse me!\What's that?!\A monkey?\Damn!\Watch out!\Yui!\Are you okay, Yui?! Yui?!\Rin is late. response:	I'll go take a look.
context: What's that?!\A monkey?\Damn!\Watch out!\Yui!\Are you okay, Yui?! Yui?!\Rin is late.\I'll go take a look. response:	Yeah, me too.
context: A monkey?\Damn!\Watch out!\Yui!\Are you okay, Yui?! Yui?!\Rin is late.\I'll go take a look.\Yeah, me too. response:	You were here after all.
context: Damn!\Watch out!\Yui!\Are you okay, Yui?! Yui?!\Rin is late.\I'll go take a look.\Yeah, me too.\You were here after all. response:	All the sukiyaki will be gone.
context: Watch out!\Yui!\Are you okay, Yui?! Yui?!\Rin is late.\I'll go take a look.\Yeah, me too.\You were here after all.\All the sukiyaki will be gone. response:	Come on, let's go home.
context: Yui!\Are you okay, Yui?! Yui?!\Rin is late.\I'll go take a look.\Yeah, me too.\You were here after all.\All the sukiyaki will be gone.\Come on, let's go home. response:	Even if I went home, how could I look everyone in the eye?
context: Are you okay, Yui?! Yui?!\Rin is late.\I'll go take a look.\Yeah, me too.\You were here after all.\All the sukiyaki will be gone.\Come on, let's go home.\Even if I went home, how could I look everyone in the eye? response:	What's wrong?
context: Rin is late.\I'll go take a look.\Yeah, me too.\You were here after all.\All the sukiyaki will be gone.\Come on, let's go home.\Even if I went home, how could I look everyone in the eye?\What's wrong? response:	I got fired.
context: I'll go take a look.\Yeah, me too.\You were here after all.\All the sukiyaki will be gone.\Come on, let's go home.\Even if I went home, how could I look everyone in the eye?\What's wrong?\I got fired. response:	We don't need a berserk like that in the store.
context: Yeah, me too.\You were here after all.\All the sukiyaki will be gone.\Come on, let's go home.\Even if I went home, how could I look everyone in the eye?\What's wrong?\I got fired.\We don't need a berserk like that in the store. response:	What happened?
context: You were here after all.\All the sukiyaki will be gone.\Come on, let's go home.\Even if I went home, how could I look everyone in the eye?\What's wrong?\I got fired.\We don't need a berserk like that in the store.\What happened? response:	I don't know either!
context: All the sukiyaki will be gone.\Come on, let's go home.\Even if I went home, how could I look everyone in the eye?\What's wrong?\I got fired.\We don't need a berserk like that in the store.\What happened?\I don't know either! response:	Don't say stuff like that!
context: Come on, let's go home.\Even if I went home, how could I look everyone in the eye?\What's wrong?\I got fired.\We don't need a berserk like that in the store.\What happened?\I don't know either!\Don't say stuff like that! response:	Everyone was happy that you finally got a job!
context: Even if I went home, how could I look everyone in the eye?\What's wrong?\I got fired.\We don't need a berserk like that in the store.\What happened?\I don't know either!\Don't say stuff like that!\Everyone was happy that you finally got a job! response:	Why are you so careless?!
context: What's wrong?\I got fired.\We don't need a berserk like that in the store.\What happened?\I don't know either!\Don't say stuff like that!\Everyone was happy that you finally got a job!\Why are you so careless?! response:	Explain it so that we'll understand!
context: I got fired.\We don't need a berserk like that in the store.\What happened?\I don't know either!\Don't say stuff like that!\Everyone was happy that you finally got a job!\Why are you so careless?!\Explain it so that we'll understand! response:	How could I explain something that I don't get myself?!
context: We don't need a berserk like that in the store.\What happened?\I don't know either!\Don't say stuff like that!\Everyone was happy that you finally got a job!\Why are you so careless?!\Explain it so that we'll understand!\How could I explain something that I don't get myself?! response:	Brother?
context: What happened?\I don't know either!\Don't say stuff like that!\Everyone was happy that you finally got a job!\Why are you so careless?!\Explain it so that we'll understand!\How could I explain something that I don't get myself?!\Brother? response:	Sorry...
context: I don't know either!\Don't say stuff like that!\Everyone was happy that you finally got a job!\Why are you so careless?!\Explain it so that we'll understand!\How could I explain something that I don't get myself?!\Brother?\Sorry... response:	Anyway, let's go home!
context: Don't say stuff like that!\Everyone was happy that you finally got a job!\Why are you so careless?!\Explain it so that we'll understand!\How could I explain something that I don't get myself?!\Brother?\Sorry...\Anyway, let's go home! response:	Father's waiting too.
context: Everyone was happy that you finally got a job!\Why are you so careless?!\Explain it so that we'll understand!\How could I explain something that I don't get myself?!\Brother?\Sorry...\Anyway, let's go home!\Father's waiting too. response:	Ah, you're back?
context: Why are you so careless?!\Explain it so that we'll understand!\How could I explain something that I don't get myself?!\Brother?\Sorry...\Anyway, let's go home!\Father's waiting too.\Ah, you're back? response:	Rin Okumura?
context: Explain it so that we'll understand!\How could I explain something that I don't get myself?!\Brother?\Sorry...\Anyway, let's go home!\Father's waiting too.\Ah, you're back?\Rin Okumura? response:	Who are you?
context: How could I explain something that I don't get myself?!\Brother?\Sorry...\Anyway, let's go home!\Father's waiting too.\Ah, you're back?\Rin Okumura?\Who are you? response:	I'm Yui's father.
context: Brother?\Sorry...\Anyway, let's go home!\Father's waiting too.\Ah, you're back?\Rin Okumura?\Who are you?\I'm Yui's father. response:	Thank you for saving her.
context: Sorry...\Anyway, let's go home!\Father's waiting too.\Ah, you're back?\Rin Okumura?\Who are you?\I'm Yui's father.\Thank you for saving her. response:	Her wounds?
context: Anyway, let's go home!\Father's waiting too.\Ah, you're back?\Rin Okumura?\Who are you?\I'm Yui's father.\Thank you for saving her.\Her wounds? response:	Thanks to you, just a few scratches.
context: Father's waiting too.\Ah, you're back?\Rin Okumura?\Who are you?\I'm Yui's father.\Thank you for saving her.\Her wounds?\Thanks to you, just a few scratches. response:	That's good.
context: Ah, you're back?\Rin Okumura?\Who are you?\I'm Yui's father.\Thank you for saving her.\Her wounds?\Thanks to you, just a few scratches.\That's good. response:	She was always a careless child,
context: Rin Okumura?\Who are you?\I'm Yui's father.\Thank you for saving her.\Her wounds?\Thanks to you, just a few scratches.\That's good.\She was always a careless child, response:	so she had lots of accidents, falling from stairs and stuff.
context: Who are you?\I'm Yui's father.\Thank you for saving her.\Her wounds?\Thanks to you, just a few scratches.\That's good.\She was always a careless child,\so she had lots of accidents, falling from stairs and stuff. response:	That's not it!
context: I'm Yui's father.\Thank you for saving her.\Her wounds?\Thanks to you, just a few scratches.\That's good.\She was always a careless child,\so she had lots of accidents, falling from stairs and stuff.\That's not it! response:	She's not careless!
context: Thank you for saving her.\Her wounds?\Thanks to you, just a few scratches.\That's good.\She was always a careless child,\so she had lots of accidents, falling from stairs and stuff.\That's not it!\She's not careless! response:	She's being bullied!
context: Her wounds?\Thanks to you, just a few scratches.\That's good.\She was always a careless child,\so she had lots of accidents, falling from stairs and stuff.\That's not it!\She's not careless!\She's being bullied! response:	Gets her hair pulled and her stuff taken...
context: Thanks to you, just a few scratches.\That's good.\She was always a careless child,\so she had lots of accidents, falling from stairs and stuff.\That's not it!\She's not careless!\She's being bullied!\Gets her hair pulled and her stuff taken... response:	Did you see it?
context: That's good.\She was always a careless child,\so she had lots of accidents, falling from stairs and stuff.\That's not it!\She's not careless!\She's being bullied!\Gets her hair pulled and her stuff taken...\Did you see it? response:	What was he like?
context: She was always a careless child,\so she had lots of accidents, falling from stairs and stuff.\That's not it!\She's not careless!\She's being bullied!\Gets her hair pulled and her stuff taken...\Did you see it?\What was he like? response:	I've never seen anything like that before...
context: so she had lots of accidents, falling from stairs and stuff.\That's not it!\She's not careless!\She's being bullied!\Gets her hair pulled and her stuff taken...\Did you see it?\What was he like?\I've never seen anything like that before... response:	Small, with a face like a monkey...
context: That's not it!\She's not careless!\She's being bullied!\Gets her hair pulled and her stuff taken...\Did you see it?\What was he like?\I've never seen anything like that before...\Small, with a face like a monkey... response:	What?!
context: She's not careless!\She's being bullied!\Gets her hair pulled and her stuff taken...\Did you see it?\What was he like?\I've never seen anything like that before...\Small, with a face like a monkey...\What?! response:	Where are you going?
context: She's being bullied!\Gets her hair pulled and her stuff taken...\Did you see it?\What was he like?\I've never seen anything like that before...\Small, with a face like a monkey...\What?!\Where are you going? response:	I'm going to call the school and get them punish the ones who bully Yui!
context: Gets her hair pulled and her stuff taken...\Did you see it?\What was he like?\I've never seen anything like that before...\Small, with a face like a monkey...\What?!\Where are you going?\I'm going to call the school and get them punish the ones who bully Yui! response:	Or else...
context: Did you see it?\What was he like?\I've never seen anything like that before...\Small, with a face like a monkey...\What?!\Where are you going?\I'm going to call the school and get them punish the ones who bully Yui!\Or else... response:	That's not it!
context: What was he like?\I've never seen anything like that before...\Small, with a face like a monkey...\What?!\Where are you going?\I'm going to call the school and get them punish the ones who bully Yui!\Or else...\That's not it! response:	It's not humans who bully me!
context: I've never seen anything like that before...\Small, with a face like a monkey...\What?!\Where are you going?\I'm going to call the school and get them punish the ones who bully Yui!\Or else...\That's not it!\It's not humans who bully me! response:	It's evil ghosts!
context: Small, with a face like a monkey...\What?!\Where are you going?\I'm going to call the school and get them punish the ones who bully Yui!\Or else...\That's not it!\It's not humans who bully me!\It's evil ghosts! response:	Ghosts?
context: What?!\Where are you going?\I'm going to call the school and get them punish the ones who bully Yui!\Or else...\That's not it!\It's not humans who bully me!\It's evil ghosts!\Ghosts? response:	In the night they come to my room and torture me!
context: Where are you going?\I'm going to call the school and get them punish the ones who bully Yui!\Or else...\That's not it!\It's not humans who bully me!\It's evil ghosts!\Ghosts?\In the night they come to my room and torture me! response:	Lately even outside of my room...
context: I'm going to call the school and get them punish the ones who bully Yui!\Or else...\That's not it!\It's not humans who bully me!\It's evil ghosts!\Ghosts?\In the night they come to my room and torture me!\Lately even outside of my room... response:	Yui's always had a lively imagination.
context: Or else...\That's not it!\It's not humans who bully me!\It's evil ghosts!\Ghosts?\In the night they come to my room and torture me!\Lately even outside of my room...\Yui's always had a lively imagination. response:	I've heard these tales many times,
context: That's not it!\It's not humans who bully me!\It's evil ghosts!\Ghosts?\In the night they come to my room and torture me!\Lately even outside of my room...\Yui's always had a lively imagination.\I've heard these tales many times, response:	but recently her imagination and reality gets mixed up too often...
context: It's not humans who bully me!\It's evil ghosts!\Ghosts?\In the night they come to my room and torture me!\Lately even outside of my room...\Yui's always had a lively imagination.\I've heard these tales many times,\but recently her imagination and reality gets mixed up too often... response:	It's not imagination!
context: It's evil ghosts!\Ghosts?\In the night they come to my room and torture me!\Lately even outside of my room...\Yui's always had a lively imagination.\I've heard these tales many times,\but recently her imagination and reality gets mixed up too often...\It's not imagination! response:	Rin!
context: Ghosts?\In the night they come to my room and torture me!\Lately even outside of my room...\Yui's always had a lively imagination.\I've heard these tales many times,\but recently her imagination and reality gets mixed up too often...\It's not imagination!\Rin! response:	Why can't you believe her?
context: In the night they come to my room and torture me!\Lately even outside of my room...\Yui's always had a lively imagination.\I've heard these tales many times,\but recently her imagination and reality gets mixed up too often...\It's not imagination!\Rin!\Why can't you believe her? response:	If not even her parents believe her, who could she depend on?
context: Lately even outside of my room...\Yui's always had a lively imagination.\I've heard these tales many times,\but recently her imagination and reality gets mixed up too often...\It's not imagination!\Rin!\Why can't you believe her?\If not even her parents believe her, who could she depend on? response:	Do it better -
context: Yui's always had a lively imagination.\I've heard these tales many times,\but recently her imagination and reality gets mixed up too often...\It's not imagination!\Rin!\Why can't you believe her?\If not even her parents believe her, who could she depend on?\Do it better - response:	What are you doing?!
context: I've heard these tales many times,\but recently her imagination and reality gets mixed up too often...\It's not imagination!\Rin!\Why can't you believe her?\If not even her parents believe her, who could she depend on?\Do it better -\What are you doing?! response:	It's a four-leaf clover charm. It should protect you.
context: but recently her imagination and reality gets mixed up too often...\It's not imagination!\Rin!\Why can't you believe her?\If not even her parents believe her, who could she depend on?\Do it better -\What are you doing?!\It's a four-leaf clover charm. It should protect you. response:	Thank you!
context: It's not imagination!\Rin!\Why can't you believe her?\If not even her parents believe her, who could she depend on?\Do it better -\What are you doing?!\It's a four-leaf clover charm. It should protect you.\Thank you! response:	Don't blame her, please.
context: Rin!\Why can't you believe her?\If not even her parents believe her, who could she depend on?\Do it better -\What are you doing?!\It's a four-leaf clover charm. It should protect you.\Thank you!\Don't blame her, please. response:	She depends on you, her parents, the most.
context: Why can't you believe her?\If not even her parents believe her, who could she depend on?\Do it better -\What are you doing?!\It's a four-leaf clover charm. It should protect you.\Thank you!\Don't blame her, please.\She depends on you, her parents, the most. response:	Let's go home, Yui.
context: If not even her parents believe her, who could she depend on?\Do it better -\What are you doing?!\It's a four-leaf clover charm. It should protect you.\Thank you!\Don't blame her, please.\She depends on you, her parents, the most.\Let's go home, Yui. response:	What's with that? Did he actually accept that?
context: Do it better -\What are you doing?!\It's a four-leaf clover charm. It should protect you.\Thank you!\Don't blame her, please.\She depends on you, her parents, the most.\Let's go home, Yui.\What's with that? Did he actually accept that? response:	You're a thousand years too early to scold others!
context: What are you doing?!\It's a four-leaf clover charm. It should protect you.\Thank you!\Don't blame her, please.\She depends on you, her parents, the most.\Let's go home, Yui.\What's with that? Did he actually accept that?\You're a thousand years too early to scold others! response:	Also, Rin, you're forbidden to go out for a while!
context: It's a four-leaf clover charm. It should protect you.\Thank you!\Don't blame her, please.\She depends on you, her parents, the most.\Let's go home, Yui.\What's with that? Did he actually accept that?\You're a thousand years too early to scold others!\Also, Rin, you're forbidden to go out for a while! response:	Huh? Why?
context: Thank you!\Don't blame her, please.\She depends on you, her parents, the most.\Let's go home, Yui.\What's with that? Did he actually accept that?\You're a thousand years too early to scold others!\Also, Rin, you're forbidden to go out for a while!\Huh? Why? response:	The boss from that shop came by earlier with this.
context: Don't blame her, please.\She depends on you, her parents, the most.\Let's go home, Yui.\What's with that? Did he actually accept that?\You're a thousand years too early to scold others!\Also, Rin, you're forbidden to go out for a while!\Huh? Why?\The boss from that shop came by earlier with this. response:	It's a demand for the shop equipment and goods you destroyed!
context: She depends on you, her parents, the most.\Let's go home, Yui.\What's with that? Did he actually accept that?\You're a thousand years too early to scold others!\Also, Rin, you're forbidden to go out for a while!\Huh? Why?\The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed! response:	What's with this?!
context: Let's go home, Yui.\What's with that? Did he actually accept that?\You're a thousand years too early to scold others!\Also, Rin, you're forbidden to go out for a while!\Huh? Why?\The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed!\What's with this?! response:	Rin! You won't get any sukiyaki!
context: What's with that? Did he actually accept that?\You're a thousand years too early to scold others!\Also, Rin, you're forbidden to go out for a while!\Huh? Why?\The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed!\What's with this?!\Rin! You won't get any sukiyaki! response:	Why that?!
